mode,phase,run,case,sha,binary_sha256,frames,setup_ms,p50_ms,p95_ms,p99_ms,max_ms,over_33,over_100,longest_over_33,setup_records,setup_proxies,setup_tracked_identities,setup_stress_mode,records_first,records_last,records_minimum,records_maximum,proxies_first,proxies_last,proxies_minimum,proxies_maximum,caps_first,caps_last,caps_minimum,caps_maximum,textures_first,textures_last,textures_minimum,textures_maximum,mids_first,mids_last,mids_minimum,mids_maximum,fine_bytes_first,fine_bytes_last,fine_bytes_minimum,fine_bytes_maximum,working_set_first,working_set_last,working_set_minimum,working_set_maximum,uobjects_first,uobjects_last,uobjects_minimum,uobjects_maximum,rhi_texture_bytes_first,rhi_texture_bytes_last,rhi_texture_bytes_maximum,engine_game_ms_p50_ms,engine_game_ms_p95_ms,engine_game_ms_p99_ms,engine_game_ms_max_ms,engine_render_ms_p50_ms,engine_render_ms_p95_ms,engine_render_ms_p99_ms,engine_render_ms_max_ms,engine_rhi_ms_p50_ms,engine_rhi_ms_p95_ms,engine_rhi_ms_p99_ms,engine_rhi_ms_max_ms,engine_gpu_ms_p50_ms,engine_gpu_ms_p95_ms,engine_gpu_ms_p99_ms,engine_gpu_ms_max_ms,engine_game_wait_ms_p50_ms,engine_game_wait_ms_p95_ms,engine_game_wait_ms_p99_ms,engine_game_wait_ms_max_ms,engine_render_wait_ms_p50_ms,engine_render_wait_ms_p95_ms,engine_render_wait_ms_p99_ms,engine_render_wait_ms_max_ms,engine_present_ms_p50_ms,engine_present_ms_p95_ms,engine_present_ms_p99_ms,engine_present_ms_max_ms,gray_stage_current_reveal_us_p50_us,gray_stage_current_reveal_us_p95_us,gray_stage_current_reveal_us_p99_us,gray_stage_current_reveal_us_max_us,gray_stage_historical_us_p50_us,gray_stage_historical_us_p95_us,gray_stage_historical_us_p99_us,gray_stage_historical_us_max_us,gray_stage_coverage_us_p50_us,gray_stage_coverage_us_p95_us,gray_stage_coverage_us_p99_us,gray_stage_coverage_us_max_us,gray_stage_occupancy_us_p50_us,gray_stage_occupancy_us_p95_us,gray_stage_occupancy_us_p99_us,gray_stage_occupancy_us_max_us,gray_stage_ownership_us_p50_us,gray_stage_ownership_us_p95_us,gray_stage_ownership_us_p99_us,gray_stage_ownership_us_max_us,gray_stage_texture_us_p50_us,gray_stage_texture_us_p95_us,gray_stage_texture_us_p99_us,gray_stage_texture_us_max_us,gray_stage_cap_us_p50_us,gray_stage_cap_us_p95_us,gray_stage_cap_us_p99_us,gray_stage_cap_us_max_us,gray_stage_refresh_us_p50_us,gray_stage_refresh_us_p95_us,gray_stage_refresh_us_p99_us,gray_stage_refresh_us_max_us,gray_memory_p95_ms
PIE,after,After_PIE_01,Overlap64,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,182.6989000001049,25.88099999957194,31.140200000663754,33.578700000362005,522.9466000000684,8,1,2,65,65,15,4,65,1,1,65,65,1,1,65,65,1,1,65,66,2,2,66,193,1,1,193,25026560,3809280,3809280,25026560,4362244096,4364267520,4362244096,4364357632,65924,65924,65924,65924,3551817728,3551817728,3551817728,17.596,22.6082,26.1912,519.3637,0.0002,0.0004,0.0005,0.0006,0.1448,3.0899,3.4537,3.843,16.9582,19.1265,20.8995,21.4379,6.3975,12.6986,13.7223,15.7688,0.0065,0.0087,0.0107,0.0195,0.0065,0.0087,0.0107,0.0195,121.6,167.9,192.7,299.4,0.5,0.9,1.1,278695.2,74.9,112.1,137.8,2624.9,0.0,0.0,0.0,9779.2,0.0,0.0,0.0,227328.2,0.0,0.0,0.0,7723.6,0.0,0.0,0.0,21743.3,0.0,0.0,0.0,0.0,0.25660000000000005
PIE,after,After_PIE_01,SameIdentity64,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,201.31700000092678,25.701399999888963,31.408599999849685,34.4122000005882,925.4169000014372,7,1,1,65,65,8,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4368744448,4369424384,4368744448,4369424384,66978,66978,66978,66978,3559960576,3559960576,3559960576,17.9956,22.5088,24.9155,900.9429,0.0002,0.0004,0.0005,0.0007,0.1423,0.2769,3.2939,3.7641,16.9403,18.5022,19.6843,22.7613,6.2743,12.2079,13.8431,16.7652,0.0068,0.01,0.0126,0.0239,0.0068,0.01,0.0126,0.0239,120.4,161.5,196.0,314.5,0.3,0.6,0.8,662385.5,74.3,108.2,135.7,1741.3,0.0,0.0,0.0,10502.7,0.0,0.0,0.0,519740.1,0.0,0.0,0.0,7964.6,0.0,0.0,0.0,89733.0,0.0,0.0,0.0,0.0,0.2359
PIE,after,After_PIE_01,Distributed184,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,602.7663000004395,26.228799999444163,30.88199999911012,34.94440000031318,2624.316800000088,9,1,2,185,185,10,6,121,121,121,121,121,121,121,121,121,121,121,121,122,122,122,122,361,361,361,361,44966912,44966912,44966912,44966912,4510334976,4491603968,4491563008,4510965760,69900,69900,69900,69900,3583340544,3549163520,3583340544,18.3391,23.1075,27.8549,2584.3655,0.0002,0.0004,0.0006,0.0007,0.1445,2.9341,3.3437,3.5379,16.9496,19.1269,32.9257,34.0401,6.0886,12.5687,14.5661,20.0351,0.0065,0.0085,0.0106,0.0113,0.0065,0.0085,0.0106,0.0113,120.0,163.4,182.6,271.4,0.4,0.6,0.8,1893897.7,73.9,96.5,155.7,6391.3,0.0,0.0,0.0,86398.8,0.0,0.0,0.0,1470914.6,0.0,0.0,0.0,23083.6,0.0,0.0,0.0,258025.7,0.0,0.0,0.0,0.0,0.2395
PIE,after,After_PIE_01,FastSweep90,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,180,204.8265999983414,24.64970000073663,28.728299999784213,34.11270000106015,570.9831999993185,4,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4492259328,4493602816,4492259328,4493602816,69900,69900,69900,69900,3557027840,3557027840,3557027840,14.5021,21.2347,35.7399,557.6616,0.0002,0.0004,0.0006,0.0007,0.1528,3.0618,3.1919,3.5035,15.5309,18.7843,19.4808,22.5343,6.1023,14.1274,16.0364,16.5487,0.0066,0.0083,0.0106,0.0113,0.0066,0.0083,0.0106,0.0113,47.1,56.8,132.2,138.1,0.5,0.8,1.0,295609.9,0.0,0.0,79.9,1514.9,0.0,0.0,0.0,9804.2,0.0,0.0,0.0,227649.0,0.0,0.0,0.0,7447.0,0.0,0.0,0.0,22776.8,0.0,0.0,0.0,0.0,0.1365
PIE,after,After_PIE_01,FastSweep160,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,180,218.6215000001539,23.97439999913331,27.769500000431435,31.530299998848932,580.6800000009389,1,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4493991936,4494098432,4493991936,4494098432,69900,69900,69900,69900,3564892160,3564892160,3564892160,14.5948,20.9199,33.1125,562.3064,0.0002,0.0004,0.0007,0.0017,0.1558,3.116,3.3308,3.7533,15.5814,18.3657,19.0177,19.2464,6.029,12.6457,14.3903,17.4232,0.0068,0.0094,0.011,0.0122,0.0068,0.0094,0.011,0.0122,47.1,56.8,148.4,158.3,0.5,0.8,4.5,294257.8,0.0,0.0,81.9,1530.5,0.0,0.0,0.0,9654.1,0.0,0.0,0.0,226805.3,0.0,0.0,0.0,7443.4,0.0,0.0,0.0,22487.2,0.0,0.0,0.0,0.0,0.1468
PIE,after,After_PIE_01,StationaryStop,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,9.473600001001614,24.546399999962887,29.451000000335625,32.533600000533625,36.1494999997376,3,0,1,1,1,7,0,2,2,2,2,2,2,2,2,1,1,1,1,6,6,6,6,4,4,4,4,3809280,5062656,3809280,5062656,4494127104,4490002432,4489768960,4494782464,69900,69900,69900,69900,3565297664,3565297664,3565297664,14.5528,21.3462,24.1532,35.2921,0.0002,0.0004,0.0005,0.0006,0.1539,3.1189,3.3659,3.7675,15.9877,19.0777,21.0451,22.5565,6.7357,13.7933,15.3154,17.5884,0.0068,0.0085,0.01,0.0122,0.0068,0.0085,0.01,0.0122,57.9,77.5,157.0,4546.4,13.1,1496.9,2650.7,3260.8,0.0,15.5,208.6,278.7,1.0,1049.9,1799.4,1905.2,0.8,194.1,394.0,502.2,0.0,0.0,0.0,850.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.777
PIE,after,After_PIE_01,LongRepeatDistributed,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,1800,596.6568000003463,26.37680000043474,31.45580000091286,34.68969999994442,2617.5366999996186,43,1,2,186,186,10,6,122,122,122,122,122,122,122,122,121,121,121,121,126,126,126,126,364,364,364,364,46220288,46220288,46220288,46220288,4527910912,4532719616,4517691392,4532719616,69900,69900,69900,69900,3588677632,3549569024,3588677632,18.0774,22.9417,24.2509,2544.1787,0.0002,0.0004,0.0006,0.0063,0.1459,0.2695,3.3716,3.5733,17.1592,19.2096,20.7576,36.999,6.3465,12.597,14.1524,55.2383,0.0066,0.0092,0.0114,0.0325,0.0066,0.0092,0.0114,0.0325,121.6,162.7,192.2,330.4,0.4,0.7,0.8,1892750.4,75.0,97.9,132.0,6493.9,0.0,0.0,0.0,78990.1,0.0,0.0,0.0,1473865.8,0.0,0.0,0.0,22392.2,0.0,0.0,0.0,260581.7,0.0,0.0,0.0,0.0,0.24259999999999998
PIE,after,After_PIE_01,ActualNewKnowledge,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,30.223699999623932,24.40309999838064,29.211900000518654,36.71600000052422,66.50669999908132,5,0,1,1,1,7,0,2,7,2,7,2,7,2,7,1,1,1,1,6,11,6,11,4,19,4,19,3809280,11329536,3809280,11329536,4530003968,4531150848,4530003968,4532494336,69900,69900,69900,69900,3549974528,3551940608,3551940608,14.9827,22.8823,31.4857,59.5756,0.0002,0.0004,0.0006,0.0035,0.1509,3.1501,3.3533,3.4226,16.2681,19.229,20.3522,20.9985,6.1776,13.1143,14.8586,17.4667,0.0065,0.009,0.0107,0.0148,0.0065,0.009,0.0107,0.0148,60.8,127.8,4494.2,4643.1,71.5,1486.8,5113.1,6780.1,0.0,204.2,782.7,1388.4,1.4,1106.1,4171.5,4396.8,1.0,7.6,387.0,447.1,0.0,0.0,672.4,751.7,0.0,0.3,0.5,0.6,0.0,0.0,0.0,0.0,3.134
PIE,after,After_PIE_02,Empty,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,240,0.11889999950653873,26.5583999989758,32.78839999984484,34.885500001109904,50.92279999917082,9,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290834432,4250402816,4250247168,4307431424,62830,62830,62830,62830,3524325376,3524620288,3524710400,17.4652,22.3836,23.4427,25.2918,0.0002,0.0004,0.0014,0.0425,0.1473,2.9648,3.3986,3.8678,17.0179,19.0955,20.5591,20.9408,6.8796,12.8378,14.4177,30.5806,0.0065,0.0092,0.0117,0.0144,0.0065,0.0092,0.0117,0.0144,120.0,159.1,185.0,232.5,0.3,0.6,0.8,0.9,73.7,92.1,101.0,119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21359999999999998
PIE,after,After_PIE_02,OneWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,300,2.0191999992675846,26.22450000126264,31.124800001634867,34.47749999941152,61.545399999886286,7,0,1,0,0,8,1,1,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,0,235520,0,235520,4251676672,4240941056,4225282048,4252151808,62830,62830,62830,62830,3524698112,3524698112,3524698112,17.7967,22.6918,26.2237,42.5396,0.0002,0.0004,0.0051,0.0067,0.1418,3.1688,3.3496,3.4286,17.0606,19.4944,21.386,24.8338,6.3368,12.8172,14.2327,21.8233,0.0065,0.0088,0.0107,0.0126,0.0065,0.0088,0.0107,0.0126,140.0,250.6,288.6,12078.4,49.5,96.7,110.3,573.7,97.3,119.8,179.4,185.3,0.3,2.9,4.3,324.1,0.5,0.9,1.4,87.8,0.0,99.1,122.5,128.9,0.2,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.4332
PIE,after,After_PIE_02,EightWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,300,15.295400000468362,25.95839999958116,33.12069999992673,44.30289999982051,46.22339999878022,15,0,1,0,0,15,2,8,8,8,9,8,8,8,8,0,0,0,0,32,50,32,50,24,24,24,24,0,1884160,0,1884160,4240011264,4256522240,4240011264,4256522240,62830,62830,62830,62830,3525320704,3526524928,3526524928,19.7281,26.3615,31.2573,49.7757,0.0002,0.0004,0.0007,0.0008,0.1401,0.2085,0.274,3.3111,17.0928,18.9545,20.7321,21.0813,5.5959,11.4494,13.3241,13.6259,0.0066,0.0081,0.0104,0.0142,0.0066,0.0081,0.0104,0.0142,252.0,901.1,2229.7,4752.1,363.8,7242.4,9634.6,9881.1,280.4,662.6,784.4,855.5,2.0,64.7,619.1,916.7,0.9,490.0,1333.5,1988.0,0.0,282.0,366.8,442.4,0.2,0.7,1.1,1.3,0.0,0.0,0.0,0.0,9.3264
PIE,after,After_PIE_02,ThirtyTwoWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,63.75569999909203,25.318299998616567,41.26340000038908,49.33970000092813,125.68549999923562,38,1,3,0,0,39,3,31,31,27,33,27,27,27,27,0,0,0,0,120,192,120,192,81,81,81,81,0,6359040,0,6359040,4257062912,4232658944,4227780608,4280950784,64318,64462,64318,64462,3529428992,3534245888,3534245888,23.6641,38.4935,48.7985,125.0568,0.0002,0.0004,0.0061,9.2213,0.1411,0.2458,3.6137,3.994,17.2806,19.8558,20.7679,21.0838,0.0015,5.5926,8.6286,10.2304,0.0063,0.0092,0.0121,33.3858,0.0063,0.0092,0.0119,0.0228,901.7,3291.3,3992.5,17117.2,1232.2,13928.2,23425.8,26029.5,801.0,1465.4,2103.2,2375.1,5.2,210.6,334.0,5358.5,2.1,1617.9,2473.9,2812.8,0.0,967.4,1189.0,2701.9,0.3,1.5,1.8,3.4,0.0,0.0,0.0,0.0,19.7837
PIE,after,After_PIE_02,PartialNewThenRepeat,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,24.578599999586004,23.862800000642892,31.014000000141095,43.85149999870919,57.86820000139414,12,0,1,0,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,3809280,0,3809280,4244836352,4269617152,4244836352,4269617152,64520,64520,64520,64520,3543552000,3543552000,3543552000,15.5141,24.6633,37.653,58.0648,0.0002,0.0004,0.0006,0.0062,0.1478,3.1021,3.3888,3.5841,16.0478,18.7365,19.9037,20.7108,5.8593,12.6371,14.2148,14.9336,0.0063,0.009,0.0104,0.0164,0.0063,0.009,0.0104,0.0164,3049.8,5268.2,10170.6,20178.0,1.2,80.4,4464.5,11318.8,0.0,134.0,463.9,518.7,0.0,1.1,8.7,4881.6,0.0,1.0,1.2,1239.9,0.0,0.0,1667.4,2536.8,0.3,1.7,11478.4,12151.9,0.0,0.0,0.0,0.0,5.3292
PIE,after,After_PIE_02,Overlap64,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,184.8623999994743,26.16429999943648,31.321400001615984,34.02469999855384,547.5893000002543,5,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4300357632,4295720960,4295630848,4300587008,65912,65912,65912,65912,3551416320,3551416320,3551416320,18.22,22.5723,27.3479,541.7238,0.0002,0.0004,0.0007,0.0063,0.1419,0.3742,3.3717,4.3439,16.9786,19.038,20.6854,20.9146,6.2018,12.5256,13.3833,16.0604,0.0064,0.0083,0.0101,0.0137,0.0064,0.0083,0.0101,0.0137,120.7,158.7,178.7,246.8,0.5,0.8,1.0,297351.0,73.9,91.5,110.1,1972.2,0.0,0.0,0.0,10035.2,0.0,0.0,0.0,228126.3,0.0,0.0,0.0,7483.4,0.0,0.0,0.0,22923.4,0.0,0.0,0.0,0.0,0.242
PIE,after,After_PIE_02,SameIdentity64,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,205.08669999981066,26.254700000208686,30.963900000642752,34.54339999916556,934.4091000002663,9,1,1,65,65,8,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4321198080,4328374272,4321198080,4328374272,66966,66966,66966,66966,3559559168,3559559168,3559559168,18.2213,22.8184,25.1427,903.3829,0.0002,0.0004,0.0061,0.0072,0.1499,0.6282,3.4198,3.6716,16.882,19.0708,19.8032,20.6806,6.2089,12.5411,14.5302,18.051,0.0064,0.0091,0.0109,0.0114,0.0064,0.0091,0.0109,0.0114,121.3,161.3,189.9,227.0,0.3,0.6,0.8,664123.4,74.8,94.2,109.0,1852.8,0.0,0.0,0.0,10853.8,0.0,0.0,0.0,519465.0,0.0,0.0,0.0,8399.5,0.0,0.0,0.0,91168.7,0.0,0.0,0.0,0.0,0.22590000000000002
PIE,after,After_PIE_02,Distributed184,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,577.9471999994712,26.131099999474827,31.261199999789824,34.03660000003583,2611.0605000012583,8,1,2,185,185,10,6,121,121,121,121,121,121,121,121,121,121,121,121,122,122,122,122,361,361,361,361,44966912,44966912,44966912,44966912,4488609792,4485275648,4485103616,4510162944,69888,69888,69888,69888,3582939136,3549163520,3582939136,18.0517,22.7515,28.0406,2558.9182,0.0002,0.0004,0.0055,6.8319,0.146,3.1126,3.3849,3.4856,17.0644,18.9312,27.3494,34.8232,6.3572,12.5295,15.3053,22.35,0.0064,0.0092,0.0113,47.9956,0.0064,0.0092,0.0103,0.0144,120.9,165.3,203.8,282.3,0.4,0.7,0.9,1892828.3,74.2,103.7,146.7,6394.6,0.0,0.0,0.0,86861.7,0.0,0.0,0.0,1473638.0,0.0,0.0,0.0,22899.2,0.0,0.0,0.0,254100.3,0.0,0.0,0.0,0.0,0.2556
PIE,after,After_PIE_02,FastSweep90,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,180,201.63119999961054,23.46860000034212,27.370700001483783,30.449800000496907,563.5947999999189,1,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4485595136,4486549504,4485595136,4492767232,69888,69888,69888,69888,3557027840,3557027840,3557027840,14.1976,20.3629,32.6638,553.9395,0.0002,0.0004,0.0051,0.0073,0.1492,3.0822,3.2668,3.6322,15.6803,18.3459,20.0491,20.8665,6.2792,12.9578,13.6819,16.9593,0.0064,0.0089,0.01,0.0161,0.0064,0.0089,0.01,0.0161,46.8,55.0,128.1,134.6,0.5,0.8,0.9,294390.8,0.0,0.0,82.1,1506.8,0.0,0.0,0.0,9661.4,0.0,0.0,0.0,226944.3,0.0,0.0,0.0,7520.2,0.0,0.0,0.0,22685.5,0.0,0.0,0.0,0.0,0.1499
PIE,after,After_PIE_02,FastSweep160,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,180,212.72169999974722,23.866200001066318,27.145200001541525,32.85229999892181,571.0761999998795,1,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4486275072,4489670656,4485533696,4489670656,69888,69888,69888,69888,3564892160,3564892160,3564892160,14.0403,20.2659,31.303,548.0342,0.0002,0.0004,0.0066,0.0137,0.1583,3.0882,3.2614,3.3351,15.603,18.8784,19.1551,19.579,6.6931,12.3998,13.5207,18.0978,0.0066,0.0091,0.0098,0.0159,0.0066,0.0091,0.0098,0.0159,46.9,57.3,129.7,133.4,0.5,0.9,7.7,293226.4,0.0,0.0,84.1,1513.2,0.0,0.0,0.0,9582.4,0.0,0.0,0.0,226222.8,0.0,0.0,0.0,7422.6,0.0,0.0,0.0,22584.9,0.0,0.0,0.0,0.0,0.1439
PIE,after,After_PIE_02,StationaryStop,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,9.102999998503947,24.308199999723,27.5818000009167,31.892900000457303,36.808499999096966,1,0,1,1,1,7,0,2,2,2,2,2,2,2,2,1,1,1,1,6,6,6,6,4,4,4,4,3809280,5062656,3809280,5062656,4489678848,4490432512,4489678848,4490432512,69888,69888,69888,69888,3565297664,3565297664,3565297664,14.443,20.4724,23.3161,41.9433,0.0002,0.0004,0.0006,0.0061,0.1543,3.2093,3.3547,3.5033,16.0422,19.0012,20.0224,24.1002,6.6179,13.0695,13.9119,14.6587,0.0065,0.0089,0.0128,0.0546,0.0065,0.0089,0.0128,0.0546,58.0,73.4,126.6,4731.9,13.5,1316.0,2490.8,2833.1,0.0,14.8,200.6,211.0,1.1,963.8,1760.5,1932.5,0.8,169.8,361.3,410.2,0.0,0.0,0.0,730.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.7056
PIE,after,After_PIE_02,LongRepeatDistributed,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,1800,602.257999998983,26.209100000414765,31.23570000025211,33.835599999292754,2638.9445000004343,38,1,2,186,186,10,6,122,122,122,122,122,122,122,122,121,121,121,121,126,126,126,126,364,364,364,364,46220288,46220288,46220288,46220288,4528455680,4535115776,4519796736,4535115776,69888,69888,69888,69888,3588677632,3549569024,3588677632,18.0436,22.5968,23.8475,2564.9316,0.0002,0.0004,0.0007,0.0077,0.1477,0.2824,3.4269,3.7642,17.1657,19.2039,21.0419,36.2224,6.3466,12.2552,13.9577,55.9541,0.0064,0.0089,0.0111,0.1937,0.0064,0.0089,0.0111,0.1937,120.7,165.9,198.9,372.5,0.4,0.7,0.8,1904929.3,74.2,97.4,125.3,6794.8,0.0,0.0,0.0,79864.7,0.0,0.0,0.0,1479101.2,0.0,0.0,0.0,22576.9,0.0,0.0,0.0,267113.8,0.0,0.0,0.0,0.0,0.245
PIE,after,After_PIE_02,ActualNewKnowledge,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,29.06310000071244,24.462400000629714,29.738999999608495,36.45150000011199,61.606199999005185,5,0,1,1,1,7,0,2,7,2,7,2,7,2,7,1,1,1,1,6,11,6,11,4,19,4,19,3809280,11329536,3809280,11329536,4533813248,4539531264,4533813248,4539531264,69888,69888,69888,69888,3549974528,3551940608,3551940608,14.8654,22.1697,34.3208,56.1438,0.0002,0.0004,0.0007,0.0073,0.1508,3.1711,3.3211,3.6613,16.214,19.3412,20.9372,22.2149,6.2359,13.4831,14.766,15.9944,0.0064,0.0084,0.0109,0.0408,0.0064,0.0084,0.0109,0.0408,63.3,190.4,4531.4,4771.3,70.8,1455.7,4998.5,5780.2,0.0,237.5,710.7,1237.9,1.3,1121.3,3938.9,4481.3,1.0,7.1,389.1,411.4,0.0,0.0,677.3,726.7,0.0,0.3,0.4,0.6,0.0,0.0,0.0,0.0,4.773
PIE,after,After_PIE_03,Empty,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,240,0.12070000047970098,25.834799998847302,31.386300001031486,34.505100000387756,35.59329999916372,4,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292493312,4294254592,4292493312,4314566656,62830,62830,62830,62830,3524325376,3524620288,3524710400,17.6615,21.698,22.7735,22.9934,0.0002,0.0005,0.0007,0.0507,0.1622,3.22,3.4034,3.4892,17.0233,18.9188,20.4333,20.973,6.8695,12.8125,13.3878,13.6529,0.0062,0.0084,0.01,0.0123,0.0062,0.0084,0.01,0.0123,118.9,158.8,169.1,181.6,0.3,0.5,0.7,0.7,73.4,92.5,100.6,114.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2122
PIE,after,After_PIE_03,OneWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,300,2.223999999841908,25.833800000327756,31.072099998709746,35.94859999975597,40.93450000073062,6,0,2,0,0,8,1,1,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,0,235520,0,235520,4295438336,4208095232,4207804416,4295438336,62830,62830,62830,62830,3524698112,3524698112,3524698112,18.0945,22.4494,30.8321,37.1428,0.0002,0.0004,0.0006,0.0007,0.1569,0.3508,3.3319,5.399,17.0319,19.0321,20.5633,26.4544,6.1944,11.9071,12.828,13.6997,0.0063,0.0088,0.0111,0.0205,0.0063,0.0088,0.0111,0.0205,140.7,249.0,390.0,11398.6,51.0,96.8,106.2,766.3,98.7,128.6,217.9,274.8,0.4,2.9,3.9,432.9,0.4,0.9,1.1,142.7,0.0,98.8,109.7,143.2,0.2,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.4357
